1,134.809658
2,134.564514
3,134.4428
4,134.345462
5,134.302429
6,134.244741
7,134.227595
8,134.186384
9,134.177906
10,134.144781
11,134.142418
12,134.109925
13,134.061215
14,134.058786
15,134.025347
16,134.028491
17,133.99978
18,134.006815
19,133.98533
20,133.990814
21,133.968883
22,133.925865
23,133.926301
24,133.897033
25,133.904725
26,133.883052
27,133.89075
28,133.872897
29,133.879285
30,133.864741
31,133.829891
32,133.835416
33,133.815778
34,133.825739
35,133.811038
36,133.821591
37,133.808182
38,133.817911
39,133.80606
40,133.773555
