Parameters:
  Sample : 50
  Solvent : <unspecified>
  Comment : 7:27
  Exc_Wavelength : 376.7 nm
  Exc_Bandpass : 1.8 nm
  Exc_Polarisation : 0.0 °
  Exc_Source : PDL 820
  Exc_Intensity : 94 %
  Exc_Attenuation : open (5)
  Det_Wavelength : 496.0 nm
  Det_Bandpass : 9.4 nm
  Det_Polarisation : 54.7 °
  Det_Lens_Position : 7.7 mm
  Det_Attenuation : 10 %
  Det_Filter : 405 LP (5)
  Det_Grating : 1200gr_500bl (1)
  Detector : UV-VIS [HPD]
  Meas_Time : 0.0 s
  Meas_BinWidth : 128000 ps
  Meas_BaseResolution : 250 ps
  Meas_Stop : 10000 counts
  Meas_PeakCounts : 10000 counts
  Sync_Frequency : 3000 Hz
  Sync_Source : PDL 820
  Base Sync Rate : 40.0 MHz
  Number of Bursts : 50 
  Effective Sync Rate : 3.0 kHz
  Signal_Rate : 940 cps
  Start_Date : 12/11/2023
  Start_Time : 10:20:22
  PhotonCounter : TimeHarp 260 N 1031483 0111-0120-01.21
  EasyTau : 3313
  Signal_TrigLevel : -30 mV
  Signal_TrigEdge : false
  Signal_Offset : 0 ps
  Signal_Enable : true
  Sync_TrigLevel : -80 mV
  Sync_TrigEdge : false
  Sync_Offset : 36000 ps
  Sync_SyncDiv : 1 

Data:
Time [ns]	Intensity [Cnts.]
127359.991893172	0
127487.990539521	2
127615.98918587	4
127744.002384134	1
127872.001030482	3
127999.999676831	2
128127.99832318	3
128255.996969528	4
128383.995615877	2
128511.994262226	2
128639.992908575	1
128767.991554923	3
128895.990201272	5
129024.003399536	4
129152.002045885	5
129280.000692233	1
129407.999338582	5
129535.997984931	4
129663.99663128	2
129791.995277628	2
129919.993923977	3
130047.992570326	3
130175.991216674	4
130303.989863023	4
130432.003061287	4
130560.001707636	3
130688.000353985	2
130815.999000333	5
130943.997646682	1
131071.996293031	2
131199.994939379	2
131327.993585728	4
131455.992232077	1
131583.990878426	3
131711.989524774	4
131840.002723038	3
131968.001369387	0
132096.000015736	1
132223.998662084	3
132351.997308433	3
132479.995954782	0
132607.99460113	0
132735.993247479	0
132863.991893828	2
132991.990540177	3
133119.989186525	2
133248.002384789	2
133376.001031138	5
133503.999677487	3
133631.998323835	2
133759.996970184	0
133887.995616533	1
134015.994262882	1
134143.99290923	1
134271.991555579	1
134399.990201928	2
134528.003400192	1
134656.00204654	2
134784.000692889	2
134911.999339238	3
135039.997985587	1
135167.996631935	1
135295.995278284	0
135423.993924633	1
135551.992570981	0
135679.99121733	1
135807.989863679	1
135936.003061943	2
136064.001708291	3
136192.00035464	2
136319.999000989	3
136447.997647338	0
136575.996293686	1
136703.994940035	1
136831.993586384	4
136959.992232732	4
137087.990879081	1
137215.98952543	4
137344.002723694	1
137472.001370043	2
137600.000016391	0
137727.99866274	2
137855.997309089	1
137983.995955437	1
138111.994601786	2
138239.993248135	2
138367.991894484	2
138495.990540832	2
138623.989187181	1
138752.002385445	3
138880.001031794	3
139007.999678142	2
139135.998324491	1
139263.99697084	2
139391.995617189	1
139519.994263537	0
139647.992909886	1
139775.991556235	2
139903.990202583	1
140031.988848932	3
140160.002047196	1
140288.000693545	5
140415.999339893	2
140543.997986242	1
140671.996632591	3
140799.99527894	5
140927.993925288	1
141055.992571637	0
141183.991217986	2
141311.989864334	1
141440.003062598	4
141568.001708947	1
141696.000355296	5
141823.999001645	0
141951.997647993	2
142079.996294342	2
142207.994940691	2
142335.993587039	1
142463.992233388	1
142591.990879737	2
142719.989526086	0
142848.00272435	2
142976.001370698	2
143104.000017047	0
143231.998663396	3
143359.997309744	0
143487.995956093	4
143615.994602442	3
143743.99324879	1
143871.991895139	3
143999.990541488	4
144127.989187837	0
144256.002386101	0
144384.001032449	0
144511.999678798	3
144639.998325147	4
144767.996971495	2
144895.995617844	1
145023.994264193	2
145151.992910542	1
145279.99155689	1
145407.990203239	0
145535.988849588	1
145664.002047852	3
145792.0006942	2
145919.999340549	2
146047.997986898	4
146175.996633247	0
146303.995279595	1
146431.993925944	1
146559.992572293	4
146687.991218641	1
146815.98986499	2
146944.003063254	1
147072.001709603	2
147200.000355951	3
147327.9990023	1
147455.997648649	2
147583.996294998	0
147711.994941346	3
147839.993587695	2
147967.992234044	2
148095.990880392	5
148223.989526741	3
148352.002725005	1
148480.001371354	0
148608.000017703	1
148735.998664051	2
148863.9973104	2
148991.995956749	0
149119.994603097	3
149247.993249446	3
149375.991895795	0
149503.990542144	0
149631.989188492	3
149760.002386756	0
149888.001033105	2
150015.999679454	1
150143.998325802	2
150271.996972151	0
150399.9956185	1
150527.994264849	1
150655.992911197	1
150783.991557546	0
150911.990203895	5
151039.988850243	4
151168.002048507	2
151296.000694856	2
151423.999341205	0
151551.997987553	0
151679.996633902	2
151807.995280251	1
151935.9939266	3
152063.992572948	2
152191.991219297	2
152319.989865646	0
152447.988511994	0
152576.001710258	0
152704.000356607	2
152831.999002956	0
152959.997649305	4
153087.996295653	2
153215.994942002	3
153343.993588351	1
153471.992234699	3
153599.990881048	1
153727.989527397	3
153856.002725661	3
153984.00137201	6
154112.000018358	1
154239.998664707	0
154367.997311056	0
154495.995957404	1
154623.994603753	2
154751.993250102	2
154879.991896451	2
155007.990542799	1
155135.989189148	1
155264.002387412	3
155392.001033761	3
155519.999680109	3
155647.998326458	0
155775.996972807	1
155903.995619155	2
156031.994265504	3
156159.992911853	2
156287.991558202	4
156415.99020455	2
156543.988850899	3
156672.002049163	0
156800.000695512	1
156927.99934186	1
157055.997988209	1
157183.996634558	0
157311.995280907	0
157439.993927255	1
157567.992573604	0
157695.991219953	2
157823.989866301	4
157951.98851265	0
158080.001710914	2
158208.000357263	2
158335.999003612	3
158463.99764996	2
158591.996296309	2
158719.994942658	1
158847.993589006	1
158975.992235355	3
159103.990881704	5
159231.989528053	4
159360.002726316	1
159488.001372665	4
159616.000019014	2
159743.998665363	1
159871.997311711	1
159999.99595806	2
160127.994604409	2
160255.993250757	1
160383.991897106	4
160511.990543455	1
160639.989189804	2
160768.002388068	1
160896.001034416	1
161023.999680765	0
161151.998327114	2
161279.996973462	0
161407.995619811	1
161535.99426616	1
161663.992912509	0
161791.991558857	5
161919.990205206	1
162047.988851555	0
162176.002049819	2
162304.000696167	2
162431.999342516	3
162559.997988865	3
162687.996635214	1
162815.995281562	2
162943.993927911	3
163071.99257426	2
163199.991220608	1
163327.989866957	2
163455.988513306	2
163584.00171157	2
163712.000357918	1
163839.999004267	0
163967.997650616	2
164095.996296965	2
164223.994943313	1
164351.993589662	0
164479.992236011	1
164607.990882359	1
164735.989528708	2
164863.988175057	4
164992.001373321	2
165120.00001967	1
165247.998666018	3
165375.997312367	0
165503.995958716	1
165631.994605064	1
165759.993251413	1
165887.991897762	0
166015.990544111	2
166143.989190459	2
166272.002388723	2
166400.001035072	1
166527.999681421	3
166655.998327769	0
166783.996974118	1
166911.995620467	1
167039.994266815	1
167167.992913164	2
167295.991559513	3
167423.990205862	1
167551.98885221	3
167680.002050474	2
167808.000696823	5
167935.999343172	3
168063.99798952	0
168191.996635869	2
168319.995282218	2
168447.993928567	1
168575.992574915	1
168703.991221264	0
168831.989867613	2
168959.988513961	1
169088.001712225	3
169216.000358574	0
169343.999004923	3
169471.997651272	3
169599.99629762	2
169727.994943969	3
169855.993590318	0
169983.992236666	1
170111.990883015	3
170239.989529364	1
170367.988175713	2
170496.001373976	0
170624.000020325	2
170751.998666674	2
170879.997313023	1
171007.995959371	0
171135.99460572	1
171263.993252069	1
171391.991898417	0
171519.990544766	3
171647.989191115	3
171776.002389379	5
171904.001035728	3
172031.999682076	3
172159.998328425	5
172287.996974774	3
172415.995621122	3
172543.994267471	3
172671.99291382	2
172799.991560169	3
172927.990206517	2
173055.988852866	0
173184.00205113	4
173312.000697479	1
173439.999343827	4
173567.997990176	1
173695.996636525	2
173823.995282874	1
173951.993929222	4
174079.992575571	2
174207.99122192	4
174335.989868268	3
174463.988514617	3
174592.001712881	0
174720.00035923	3
174847.999005578	2
174975.997651927	4
175103.996298276	4
175231.994944625	1
175359.993590973	0
175487.992237322	1
175615.990883671	4
175743.989530019	2
175871.988176368	2
176000.001374632	1
176128.000020981	6
176255.99866733	3
176383.997313678	3
176511.995960027	1
176639.994606376	4
176767.993252724	3
176895.991899073	1
177023.990545422	6
177151.989191771	2
177279.987838119	3
177408.001036383	1
177535.999682732	2
177663.998329081	0
177791.996975429	2
177919.995621778	2
178047.994268127	2
178175.992914475	5
178303.991560824	3
178431.990207173	3
178559.988853522	3
178688.002051786	1
178816.000698134	3
178943.999344483	3
179071.997990832	1
179199.99663718	3
179327.995283529	2
179455.993929878	2
179583.992576227	2
179711.991222575	1
179839.989868924	1
179967.988515273	1
180096.001713537	1
180224.000359885	4
180351.999006234	2
180479.997652583	1
180607.996298932	1
180735.99494528	2
180863.993591629	2
180991.992237978	3
181119.990884326	0
181247.989530675	4
181375.988177024	2
181504.001375288	1
181632.000021636	0
181759.998667985	4
181887.997314334	0
182015.995960683	2
182143.994607031	1
182271.99325338	1
182399.991899729	2
182527.990546078	2
182655.989192426	2
182783.987838775	1
182912.001037039	2
183039.999683388	3
183167.998329736	0
183295.996976085	0
183423.995622434	5
183551.994268782	2
183679.992915131	4
183807.99156148	1
183935.990207829	2
184063.988854177	4
184192.002052441	1
184320.00069879	1
184447.999345139	0
184575.997991487	0
184703.996637836	2
184831.995284185	3
184959.993930534	0
185087.992576882	5
185215.991223231	4
185343.98986958	2
185471.988515928	1
185600.001714192	1
185728.000360541	1
185855.99900689	1
185983.997653238	2
186111.996299587	3
186239.994945936	2
186367.993592285	2
186495.992238633	3
186623.990884982	1
186751.989531331	1
186879.988177679	2
187008.001375943	1
187136.000022292	2
187263.998668641	1
187391.99731499	2
187519.995961338	5
187647.994607687	2
187775.993254036	0
187903.991900384	3
188031.990546733	1
188159.989193082	3
188287.987839431	1
188416.001037695	2
188543.999684043	2
188671.998330392	1
188799.996976741	3
188927.995623089	1
189055.994269438	1
189183.992915787	2
189311.991562136	2
189439.990208484	3
189567.988854833	1
189695.987501182	4
189824.000699446	2
189951.999345794	4
190079.997992143	1
190207.996638492	2
190335.99528484	2
190463.993931189	2
190591.992577538	4
190719.991223887	1
190847.989870235	2
190975.988516584	1
191104.001714848	6
191232.000361197	1
191359.999007545	0
191487.997653894	1
191615.996300243	1
191743.994946592	0
191871.99359294	3
191999.992239289	5
192127.990885638	4
192255.989531986	3
192383.988178335	2
192512.001376599	4
192640.000022948	2
192767.998669297	3
192895.997315645	2
193023.995961994	3
193151.994608343	2
193279.993254691	3
193407.99190104	2
193535.990547389	0
193663.989193738	3
193791.987840086	2
193920.00103835	2
194047.999684699	0
194175.998331048	2
194303.996977396	1
194431.995623745	1
194559.994270094	3
194687.992916442	0
194815.991562791	0
194943.99020914	2
195071.988855489	1
195199.987501837	3
195328.000700101	1
195455.99934645	1
195583.997992799	0
195711.996639147	1
195839.995285496	0
195967.993931845	3
196095.992578194	1
196223.991224542	4
196351.989870891	4
196479.98851724	1
196607.987163588	2
196736.000361852	2
196863.999008201	2
196991.99765455	2
197119.996300898	2
197247.994947247	4
197375.993593596	4
197503.992239945	0
197631.990886293	3
197759.989532642	3
197887.988178991	2
198016.001377255	4
198144.000023603	2
198271.998669952	2
198399.997316301	1
198527.99596265	3
198655.994608998	0
198783.993255347	1
198911.991901696	2
199039.990548044	0
199167.989194393	0
199295.987840742	1
199424.001039006	1
199551.999685355	3
199679.998331703	1
199807.996978052	4
199935.995624401	2
200063.994270749	1
200191.992917098	2
200319.991563447	6
200447.990209796	2
200575.988856144	2
200703.987502493	2
200832.000700757	2
200959.999347106	0
201087.997993454	2
201215.996639803	1
201343.995286152	2
201471.9939325	2
201599.992578849	3
201727.991225198	1
201855.989871547	1
201983.988517895	1
202111.987164244	5
202240.000362508	3
202367.999008857	6
202495.997655205	4
202623.996301554	3
202751.994947903	1
202879.993594252	3
203007.9922406	1
203135.990886949	4
203263.989533298	1
203391.988179646	2
203520.00137791	0
203648.000024259	1
203775.998670608	3
203903.997316957	3
204031.995963305	2
204159.994609654	2
204287.993256003	2
204415.991902351	2
204543.9905487	2
204671.989195049	1
204799.987841398	3
204928.001039661	2
205055.99968601	2
205183.998332359	2
205311.996978708	1
205439.995625056	3
205567.994271405	5
205695.992917754	0
205823.991564102	3
205951.990210451	4
206079.9888568	1
206207.987503149	2
206336.000701413	1
206463.999347761	1
206591.99799411	4
206719.996640459	1
206847.995286807	2
206975.993933156	2
207103.992579505	3
207231.991225854	0
207359.989872202	1
207487.988518551	1
207615.9871649	1
207744.000363164	1
207871.999009512	2
207999.997655861	2
208127.99630221	1
208255.994948558	1
208383.993594907	2
208511.992241256	2
208639.990887605	3
208767.989533953	2
208895.988180302	2
209023.986826651	3
209152.000024915	5
209279.998671263	1
209407.997317612	3
209535.995963961	2
209663.99461031	3
209791.993256658	2
209919.991903007	3
210047.990549356	2
210175.989195704	0
210303.987842053	2
210432.001040317	1
210559.999686666	2
210687.998333015	1
210815.996979363	1
210943.995625712	2
211071.994272061	2
211199.992918409	0
211327.991564758	2
211455.990211107	2
211583.988857456	2
211711.987503804	1
211840.000702068	3
211967.999348417	0
212095.997994766	1
212223.996641114	1
212351.995287463	1
212479.993933812	0
212607.992580161	1
212735.991226509	1
212863.989872858	1
212991.988519207	4
213119.987165555	1
213248.000363819	0
213375.999010168	3
213503.997656517	2
213631.996302865	1
213759.994949214	2
213887.993595563	1
214015.992241912	1
214143.99088826	0
214271.989534609	3
214399.988180958	2
214527.986827306	1
214656.00002557	1
214783.998671919	1
214911.997318268	1
215039.995964617	0
215167.994610965	2
215295.993257314	2
215423.991903663	2
215551.990550011	2
215679.98919636	2
215807.987842709	1
215936.001040973	0
216063.999687321	1
216191.99833367	0
216319.996980019	2
216447.995626368	3
216575.994272716	4
216703.992919065	0
216831.991565414	2
216959.990211762	1
217087.988858111	1
217215.98750446	3
217344.000702724	3
217471.999349073	6
217599.997995421	2
217727.99664177	3
217855.995288119	1
217983.993934467	0
218111.992580816	1
218239.991227165	5
218367.989873514	5
218495.988519862	1
218623.987166211	3
218752.000364475	2
218879.999010824	1
219007.997657172	3
219135.996303521	2
219263.99494987	6
219391.993596219	2
219519.992242567	3
219647.990888916	1
219775.989535265	2
219903.988181613	1
220031.986827962	1
220160.000026226	2
220287.998672575	4
220415.997318923	0
220543.995965272	0
220671.994611621	1
220799.99325797	1
220927.991904318	3
221055.990550667	0
221183.989197016	1
221311.987843364	3
221439.986489713	2
221567.999687977	0
221695.998334326	1
221823.996980675	0
221951.995627023	1
222079.994273372	0
222207.992919721	4
222335.991566069	2
222463.990212418	2
222591.988858767	4
222719.987505116	3
222848.00070338	3
222975.999349728	2
223103.997996077	5
223231.996642426	1
223359.995288774	2
223487.993935123	3
223615.992581472	6
223743.991227821	1
223871.989874169	4
223999.988520518	1
224127.987166867	1
224256.000365131	5
224383.999011479	2
224511.997657828	1
224639.996304177	0
224767.994950525	1
224895.993596874	0
225023.992243223	2
225151.990889572	2
225279.98953592	0
225407.988182269	2
225535.986828618	2
225664.000026882	4
225791.99867323	0
225919.997319579	0
226047.995965928	0
226175.994612277	0
226303.993258625	0
226431.991904974	6
226559.990551323	2
226687.989197671	2
226815.98784402	3
226943.986490369	2
227071.999688633	2
227199.998334982	3
227327.99698133	1
227455.995627679	1
227583.994274028	0
227711.992920376	5
227839.991566725	4
227967.990213074	1
228095.988859422	5
228223.987505771	4
228352.000704035	2
228479.999350384	2
228607.997996733	1
228735.996643081	2
228863.99528943	1
228991.993935779	3
229119.992582127	6
229247.991228476	1
229375.989874825	2
229503.988521174	1
229631.987167522	2
229760.000365786	4
229887.999012135	4
230015.997658484	3
230143.996304832	1
230271.994951181	2
230399.99359753	2
230527.992243879	3
230655.990890227	3
230783.989536576	4
230911.988182925	2
231039.986829273	1
231168.000027537	2
231295.998673886	1
231423.997320235	1
231551.995966583	3
231679.994612932	2
231807.993259281	4
231935.99190563	3
232063.990551978	3
232191.989198327	3
232319.987844676	1
232447.986491024	3
232575.999689288	4
232703.998335637	0
232831.996981986	1
232959.995628335	5
233087.994274683	2
233215.992921032	0
233343.991567381	2
233471.990213729	2
233599.988860078	0
233727.987506427	1
233855.986152776	0
233983.99935104	1
234111.997997388	1
234239.996643737	0
234367.995290086	1
234495.993936434	1
234623.992582783	0
234751.991229132	3
234879.989875481	2
235007.988521829	1
235135.987168178	5
235264.000366442	3
235391.999012791	3
235519.997659139	1
235647.996305488	2
235775.994951837	1
235903.993598185	2
236031.992244534	0
236159.990890883	1
236287.989537232	1
236415.98818358	1
236543.986829929	4
236672.000028193	4
236799.998674542	3
236927.99732089	0
237055.995967239	0
237183.994613588	1
237311.993259937	5
237439.991906285	1
237567.990552634	1
237695.989198983	3
237823.987845331	2
237951.98649168	1
238079.999689944	2
238207.998336293	3
238335.996982642	0
238463.99562899	0
238591.994275339	3
238719.992921688	1
238847.991568036	2
238975.990214385	1
239103.988860734	1
239231.987507083	0
239359.986153431	2
239487.999351695	3
239615.997998044	1
239743.996644393	3
239871.995290741	3
239999.99393709	1
240127.992583439	0
240255.991229787	2
240383.989876136	1
240511.988522485	0
240639.987168834	3
240768.000367098	4
240895.999013446	0
241023.997659795	1
241151.996306144	0
241279.994952492	4
241407.993598841	0
241535.99224519	2
241663.990891539	1
241791.989537887	1
241919.988184236	1
242047.986830585	3
242176.000028849	2
242303.998675197	2
242431.997321546	2
242559.995967895	1
242687.994614244	1
242815.993260592	5
242943.991906941	3
243071.99055329	2
243199.989199638	1
243327.987845987	1
243455.986492336	1
243583.9996906	1
243711.998336948	3
243839.996983297	1
243967.995629646	3
244095.994275995	1
244224.007474259	1
244352.006120607	3
244480.004766956	0
244608.003413305	2
244736.002059653	4
244864.000706002	3
244991.999352351	4
245119.9979987	0
245247.996645048	3
245375.995291397	0
245503.993937746	1
245631.992584094	0
245759.991230443	4
245887.989876792	4
246015.988523141	3
246143.987169489	1
246271.985815838	2
246399.984462187	0
246527.983108535	1
246655.981754884	0
246783.980401233	0
246911.979047582	4
247040.006797761	3
247168.005444109	1
247296.004090458	5
247424.002736807	5
247552.001383156	3
247680.000029504	1
247807.998675853	1
247935.997322202	1
248063.99596855	0
248191.994614899	1
248319.993261248	3
248447.991907597	4
248575.990553945	2
248703.989200294	3
248831.987846643	3
248959.986492991	2
249087.98513934	2
249215.983785689	2
249343.982432038	1
249471.981078386	2
249599.979724735	2
249728.007474914	2
249856.006121263	3
249984.004767612	4
250112.00341396	1
250240.002060309	2
250368.000706658	2
250495.999353006	0
250623.997999355	3
250751.996645704	1
250879.995292053	3
251007.993938401	0
251135.99258475	4
251263.991231099	0
251391.989877447	6
251519.988523796	2
251647.987170145	1
251775.985816494	1
251903.984462842	6
252031.983109191	7
252159.98175554	4
252287.980401888	1
252415.979048237	2
252544.006798416	4
252672.005444765	1
252800.004091114	1
252928.002737463	2
253056.001383811	1
253184.00003016	2
253311.998676509	3
253439.997322857	1
253567.995969206	0
253695.994615555	2
253823.993261904	1
253951.991908252	3
254079.990554601	0
254207.98920095	1
254335.987847298	1
254463.986493647	4
254591.985139996	0
254719.983786345	2
254847.982432693	0
254975.981079042	1
255103.979725391	3
255231.978371739	0
255360.006121919	5
255488.004768267	2
255616.003414616	0
255744.002060965	1
255872.000707313	3
255999.999353662	3
256127.998000011	1
256255.99664636	0
256383.995292708	2
256511.993939057	4
256639.992585406	1
256767.991231754	0
256895.989878103	1
257023.988524452	2
257151.987170801	1
257279.985817149	3
257407.984463498	0
257535.983109847	3
257663.981756195	1
257791.980402544	2
257919.979048893	3
258048.006799072	3
258176.005445421	4
258304.004091769	1
258432.002738118	2
258560.001384467	4
258688.000030816	0
258815.998677164	3
258943.997323513	2
259071.995969862	1
259199.99461621	5
259327.993262559	1
259455.991908908	1
259583.990555257	0
259711.989201605	2
259839.987847954	0
259967.986494303	2
260095.985140651	2
260223.983787	0
260351.982433349	2
260479.981079698	4
260607.979726046	3
260735.978372395	3
260864.006122574	1
260992.004768923	3
261120.003415272	3
261248.00206162	0
261376.000707969	2
261503.999354318	4
261631.998000666	3
261759.996647015	2
261887.995293364	0
262015.993939713	1
262143.992586061	0
262271.99123241	2
262399.989878759	3
262527.988525107	2
262655.987171456	0
262783.985817805	3
262911.984464154	2
263039.983110502	0
263167.981756851	0
263295.9804032	2
263423.979049549	1
263552.006799728	4
263680.005446076	2
263808.004092425	2
263936.002738774	2
264064.001385123	4
264192.000031471	2
264319.99867782	2
264447.997324169	3
264575.995970517	1
264703.994616866	0
264831.993263215	3
264959.991909564	4
265087.990555912	2
265215.989202261	1
265343.98784861	4
265471.986494958	3
265599.985141307	0
265727.983787656	1
265855.982434005	1
265983.981080353	1
266111.979726702	4
266239.978373051	1
266368.00612323	0
266496.004769579	3
266624.003415927	2
266752.002062276	4
266880.000708625	0
267007.999354973	1
267135.998001322	2
267263.996647671	3
267391.99529402	1
267519.993940368	1
267647.992586717	3
267775.991233066	1
267903.989879414	1
268031.988525763	3
268159.987172112	1
268287.985818461	1
268415.984464809	2
268543.983111158	4
268671.981757507	2
268799.980403855	0
268927.979050204	1
269056.006800383	7
269184.005446732	3
269312.004093081	0
269440.002739429	0
269568.001385778	4
269696.000032127	5
269823.998678476	3
269951.997324824	0
270079.995971173	4
270207.994617522	5
270335.99326387	3
270463.991910219	1
270591.990556568	1
270719.989202917	1
270847.987849265	3
270975.986495614	1
271103.985141963	4
271231.983788311	2
271359.98243466	2
271487.981081009	4
271615.979727358	5
271743.978373706	0
271872.006123886	2
272000.004770234	4
272128.003416583	2
272256.002062932	1
272384.00070928	2
272511.999355629	0
272639.998001978	1
272767.996648327	2
272895.995294675	1
273023.993941024	4
273151.992587373	2
273279.991233721	1
273407.98988007	2
273535.988526419	1
273663.987172768	0
273791.985819116	2
273919.984465465	1
274047.983111814	6
274175.981758162	2
274303.980404511	1
274431.97905086	0
274559.977697209	4
274688.005447388	2
274816.004093736	1
274944.002740085	3
275072.001386434	2
275200.000032783	1
275327.998679131	2
275455.99732548	1
275583.995971829	3
275711.994618177	1
275839.993264526	5
275967.991910875	1
276095.990557224	2
276223.989203572	4
276351.987849921	4
276479.98649627	2
276607.985142618	1
276735.983788967	2
276863.982435316	1
276991.981081665	4
277119.979728013	1
277247.978374362	5
277376.006124541	0
277504.00477089	2
277632.003417239	0
277760.002063587	1
277888.000709936	1
278015.999356285	1
278143.998002633	4
278271.996648982	2
278399.995295331	1
278527.99394168	2
278655.992588028	1
278783.991234377	3
278911.989880726	1
279039.988527074	1
279167.987173423	2
279295.985819772	0
279423.984466121	1
279551.983112469	0
279679.981758818	3
279807.980405167	1
279935.979051515	0
280063.977697864	1
280192.005448043	3
280320.004094392	0
280448.002740741	0
280576.00138709	1
280704.000033438	2
280831.998679787	0
280959.997326136	1
281087.995972484	6
281215.994618833	1
281343.993265182	1
281471.99191153	1
281599.990557879	0
281727.989204228	0
281855.987850577	3
281983.986496925	2
282111.985143274	1
282239.983789623	2
282367.982435971	2
282495.98108232	1
282623.979728669	2
282751.978375018	1
282880.006125197	2
283008.004771546	0
283136.003417894	2
283264.002064243	2
283392.000710592	4
283519.99935694	2
283647.998003289	2
283775.996649638	2
283903.995295987	1
284031.993942335	4
284159.992588684	1
284287.991235033	3
284415.989881381	0
284543.98852773	0
284671.987174079	2
284799.985820428	4
284927.984466776	2
285055.983113125	0
285183.981759474	4
285311.980405822	1
285439.979052171	2
285567.97769852	0
285696.005448699	2
285824.004095048	2
285952.002741396	2
286080.001387745	3
286208.000034094	0
286335.998680443	4
286463.997326791	4
286591.99597314	1
286719.994619489	1
286847.993265837	3
286975.991912186	0
287103.990558535	2
287231.989204884	3
287359.987851232	2
287487.986497581	1
287615.98514393	1
287743.983790278	1
287871.982436627	1
287999.981082976	4
288127.979729325	1
288255.978375673	0
288384.006125852	0
288512.004772201	4
288640.00341855	0
288768.002064899	2
288896.000711247	2
289023.999357596	1
289151.998003945	0
289279.996650293	1
289407.995296642	1
289535.993942991	1
289663.99258934	0
289791.991235688	1
289919.989882037	2
290047.988528386	3
290175.987174734	0
290303.985821083	3
290431.984467432	2
290559.983113781	6
290687.981760129	2
290815.980406478	2
290943.979052827	1
291071.977699175	2
291200.005449355	0
291328.004095703	3
291456.002742052	1
291584.001388401	0
291712.00003475	1
291839.998681098	2
291967.997327447	1
292095.995973796	1
292223.994620144	2
292351.993266493	2
292479.991912842	2
292607.990559191	1
292735.989205539	1
292863.987851888	2
292991.986498237	2
293119.985144585	3
293247.983790934	1
293375.982437283	3
293503.981083631	0
293631.97972998	0
293759.978376329	1
293888.006126508	0
294016.004772857	2
294144.003419206	2
294272.002065554	2
294400.000711903	3
294527.999358252	0
294655.9980046	0
294783.996650949	2
294911.995297298	2
295039.993943647	4
295167.992589995	3
295295.991236344	1
295423.989882693	1
295551.988529041	2
295679.98717539	2
295807.985821739	3
295935.984468088	4
296063.983114436	2
296191.981760785	0
296319.980407134	1
296447.979053482	1
296575.977699831	3
296704.00545001	2
296832.004096359	2
296960.002742708	0
297088.001389056	1
297216.000035405	1
297343.998681754	0
297471.997328103	2
297599.995974451	4
297727.9946208	3
297855.993267149	1
297983.991913497	4
298111.990559846	1
298239.989206195	2
298367.987852544	1
298495.986498892	1
298623.985145241	3
298751.98379159	1
298879.982437938	2
299007.981084287	2
299135.979730636	1
299263.978376985	1
299391.977023333	3
299520.004773513	0
299648.003419861	2
299776.00206621	2
299904.000712559	0
300031.999358907	2
300159.998005256	2
300287.996651605	2
300415.995297953	1
300543.993944302	2
300671.992590651	0
300799.991237	1
300927.989883348	2
301055.988529697	2
301183.987176046	2
301311.985822394	4
301439.984468743	2
301567.983115092	4
301695.981761441	3
301823.980407789	2
301951.979054138	3
302079.977700487	3
302208.005450666	0
302336.004097015	5
302464.002743363	2
302592.001389712	2
302720.000036061	1
302847.99868241	3
302975.997328758	0
303103.995975107	3
303231.994621456	4
303359.993267804	1
303487.991914153	8
303615.990560502	1
303743.989206851	3
303871.987853199	1
303999.986499548	2
304127.985145897	1
304255.983792245	3
304383.982438594	0
304511.981084943	2
304639.979731292	3
304767.97837764	1
304895.977023989	1
305024.004774168	5
305152.003420517	2
305280.002066866	5
305408.000713214	2
305535.999359563	3
305663.998005912	1
305791.99665226	4
305919.995298609	1
306047.993944958	1
306175.992591307	0
306303.991237655	0
306431.989884004	4
306559.988530353	1
306687.987176701	3
306815.98582305	6
306943.984469399	1
307071.983115748	1
307199.981762096	2
307327.980408445	2
307455.979054794	6
307583.977701142	5
307712.005451322	2
307840.00409767	4
307968.002744019	1
308096.001390368	1
308224.000036716	3
308351.998683065	0
308479.997329414	3
308607.995975763	3
308735.994622111	1
308863.99326846	3
308991.991914809	3
309119.990561157	2
309247.989207506	3
309375.987853855	2
309503.986500204	3
309631.985146552	2
309759.983792901	2
309887.98243925	1
310015.981085598	4
310143.979731947	1
310271.978378296	3
310399.977024645	0
310528.004774824	3
310656.003421172	1
310784.002067521	1
310912.00071387	1
311039.999360219	4
311167.998006567	2
311295.996652916	3
311423.995299265	0
311551.993945614	1
311679.992591962	3
311807.991238311	4
311935.98988466	1
312063.988531008	1
312191.987177357	0
312319.985823706	1
312447.984470055	2
312575.983116403	1
312703.981762752	2
312831.980409101	1
312959.979055449	4
313087.977701798	3
313216.005451977	0
313344.004098326	0
313472.002744675	2
313600.001391023	1
313728.000037372	4
313855.998683721	0
313983.99733007	0
314111.995976418	4
314239.994622767	3
314367.993269116	3
314495.991915464	1
314623.990561813	0
314751.989208162	2
314879.987854511	1
315007.986500859	4
315135.985147208	1
315263.983793557	2
315391.982439905	1
315519.981086254	4
315647.979732603	1
315775.978378952	3
315903.9770253	3
316032.004775479	2
316160.003421828	1
316288.002068177	1
316416.000714526	1
316543.999360874	0
